Galaxy wrapper id	Galaxy tool ids	Description	bio.tool id	bio.tool name	bio.tool description	EDAM operation	EDAM topic	Status	Source	ToolShed categories	ToolShed id	Galaxy wrapper owner	Galaxy wrapper source	Galaxy wrapper version	Conda id	Conda version
2d_auto_threshold	ip_threshold	Automatic thresholding	scikit-image	scikit-image	Scikit-image contains image processing algorithms for SciPy, including IO, morphology, filtering, warping, color manipulation, object detection, etc.	Image analysis, Image annotation, Visualisation, Data handling	Imaging, Software engineering, Literature and language	To update	https://github.com/bmcv	Imaging	2d_auto_threshold	imgteam	https://github.com/BMCV/galaxy-image-analysis/tree/master/tools/2d_auto_threshold/	0.0.5-2	scikit-image	
2d_feature_extraction	ip_2d_feature_extraction	2D feature extraction	scikit-image	scikit-image	Scikit-image contains image processing algorithms for SciPy, including IO, morphology, filtering, warping, color manipulation, object detection, etc.	Image analysis, Image annotation, Visualisation, Data handling	Imaging, Software engineering, Literature and language	To update	https://github.com/bmcv	Imaging	2d_feature_extraction	imgteam	https://github.com/BMCV/galaxy-image-analysis/tree/master/tools/2d_feature_extraction/	0.1.1-2	pandas	
2d_filter_segmentation_by_features	ip_2d_filter_segmentation_by_features	filter segmentation by rules	galaxy_image_analysis	Galaxy Image Analysis	Developed within the Biomedical Computer Vision (BMCV) Group Heidelberg.	Image analysis	Imaging, Bioinformatics	To update	https://github.com/bmcv	Imaging	2d_filter_segmentation_by_features	imgteam	https://github.com/BMCV/galaxy-image-analysis/tree/master/tools/2d_filter_segmentation_by_features/	0.0.1-2	scikit-image	
2d_histogram_equalization	ip_histogram_equalization	2d histogram equalization	galaxy_image_analysis	Galaxy Image Analysis	Developed within the Biomedical Computer Vision (BMCV) Group Heidelberg.	Image analysis	Imaging, Bioinformatics	To update	https://github.com/bmcv	Imaging	2d_histogram_equalization	imgteam	https://github.com/BMCV/galaxy-image-analysis/tree/master/tools/2d_histogram_equalization/	0.0.1-2	scikit-image	
2d_simple_filter	ip_filter_standard	2d simple filter	scikit-image	scikit-image	Scikit-image contains image processing algorithms for SciPy, including IO, morphology, filtering, warping, color manipulation, object detection, etc.	Image analysis, Image annotation, Visualisation, Data handling	Imaging, Software engineering, Literature and language	To update	https://github.com/bmcv	Imaging	2d_simple_filter	imgteam	https://github.com/BMCV/galaxy-image-analysis/tree/master/tools/2d_simple_filter/	0.0.3-3	scikit-image	
3d_tensor_feature_dimension_reduction	ip_3d_tensor_feature_dimension_reduction	Dimensionality reduction for features (channels) of 3D tensor data using UMAP						To update	https://github.com/BMCV/galaxy-image-analysis	Imaging	3d_tensor_feature_dimension_reduction	imgteam	https://github.com/BMCV/galaxy-image-analysis/tree/master/tools/3d_tensor_feature_dimension_reduction/	0.0.1	numpy	
anisotropic_diffusion	ip_anisotropic_diffusion	Anisotropic image diffusion						To update	https://github.com/bmcv	Imaging	anisotropic_diffusion	imgteam	https://github.com/BMCV/galaxy-image-analysis/tree/master/tools/anisotropic-diffusion/	0.2-2	scikit-image	
bfconvert	ip_convertimage	Convert image						To update	https://github.com/bmcv	Imaging, Convert Formats	bfconvert	imgteam	https://github.com/BMCV/galaxy-image-analysis/tree/master/tools/bfconvert/	6.7.0+galaxy2	bftools	6.7.0
binary2labelimage	ip_binary_to_labelimage	Binary 2 label image	galaxy_image_analysis	Galaxy Image Analysis	Developed within the Biomedical Computer Vision (BMCV) Group Heidelberg.	Image analysis	Imaging, Bioinformatics	To update	https://github.com/bmcv	Imaging	binary2labelimage	imgteam	https://github.com/BMCV/galaxy-image-analysis/tree/master/tools/binary2labelimage/	0.5	scikit-image	
binaryimage2points	ip_binaryimage_to_points	Binary Image to Points	galaxy_image_analysis	Galaxy Image Analysis	Developed within the Biomedical Computer Vision (BMCV) Group Heidelberg.	Image analysis	Imaging, Bioinformatics	To update	https://github.com/bmcv	Imaging	binaryimage2points	imgteam	https://github.com/BMCV/galaxy-image-analysis/tree/master/tools/binaryimage2points/	0.1-2	numpy	
bioformats2raw	bf2raw	Convert image to OME-Zarr						To update	https://github.com/Euro-BioImaging	Imaging, Convert Formats	bioformats2raw	imgteam	https://github.com/BMCV/galaxy-image-analysis/tree/master/tools/bioformats2raw	0.7.0		
color-deconvolution	ip_color_deconvolution	Color-deconvolution methods	galaxy_image_analysis	Galaxy Image Analysis	Developed within the Biomedical Computer Vision (BMCV) Group Heidelberg.	Image analysis	Imaging, Bioinformatics	To update	https://github.com/bmcv	Imaging	color_deconvolution	imgteam	https://github.com/BMCV/galaxy-image-analysis/tree/master/tools/color-deconvolution/	0.8-2	scikit-image	
concat_channels	ip_concat_channels	Concatenate images	galaxy_image_analysis	Galaxy Image Analysis	Developed within the Biomedical Computer Vision (BMCV) Group Heidelberg.	Image analysis	Imaging, Bioinformatics	To update	https://github.com/bmcv	Imaging	concat_channels	imgteam	https://github.com/BMCV/galaxy-image-analysis/tree/master/tools/concat_channels/	0.2-2	scikit-image	
coordinates_of_roi	ip_coordinates_of_roi	Coordinates of ROI	galaxy_image_analysis	Galaxy Image Analysis	Developed within the Biomedical Computer Vision (BMCV) Group Heidelberg.	Image analysis	Imaging, Bioinformatics	To update	https://github.com/bmcv	Imaging	coordinates_of_roi	imgteam	https://github.com/BMCV/galaxy-image-analysis/tree/master/tools/coordinates_of_roi/	0.0.4-2	scikit-image	
count_objects	ip_count_objects	Count Objects	galaxy_image_analysis	Galaxy Image Analysis	Developed within the Biomedical Computer Vision (BMCV) Group Heidelberg.	Image analysis	Imaging, Bioinformatics	To update	https://github.com/bmcv	Imaging	count_objects	imgteam	https://github.com/BMCV/galaxy-image-analysis/tree/master/tools/count_objects/	0.0.5-2	scikit-image	
curl_post	curl_post	Send file via cURL POST						To update	https://github.com/bmcv	Data Export, Web Services	curl_post	imgteam	https://github.com/BMCV/galaxy-image-analysis/tree/master/tools/curl_post	0.0.2	curl	
curve_fitting	ip_curve_fitting	Polynomial curve fitting to data points	galaxy_image_analysis	Galaxy Image Analysis	Developed within the Biomedical Computer Vision (BMCV) Group Heidelberg.	Image analysis	Imaging, Bioinformatics	To update	https://github.com/BMCV/galaxy-image-analysis	Imaging	curve_fitting	imgteam	https://github.com/BMCV/galaxy-image-analysis/tree/master/tools/curve_fitting/	0.0.3-2	numpy	
detection_viz	ip_detection_viz	Detection Visualization	galaxy_image_analysis	Galaxy Image Analysis	Developed within the Biomedical Computer Vision (BMCV) Group Heidelberg.	Image analysis	Imaging, Bioinformatics	To update	https://github.com/bmcv	Imaging	detection_viz	imgteam	https://github.com/BMCV/galaxy-image-analysis/tree/master/tools/detection_viz/	0.3-2	scikit-image	
image_info	ip_imageinfo	Extracts image metadata						To update	https://github.com/bmcv	Imaging	image_info	imgteam	https://github.com/BMCV/galaxy-image-analysis/tree/master/tools/image_info/	5.7.1	bftools	6.7.0
image_registration_affine	ip_image_registration	Intensity-based Image Registration	galaxy_image_analysis	Galaxy Image Analysis	Developed within the Biomedical Computer Vision (BMCV) Group Heidelberg.	Image analysis	Imaging, Bioinformatics	To update	https://github.com/bmcv	Imaging	image_registration_affine	imgteam	https://github.com/BMCV/galaxy-image-analysis/tree/master/tools/image_registration_affine/	0.0.3-2	scikit-image	
imagecoordinates_flipaxis	imagecoordinates_flipaxis	Flip coordinate axes	galaxy_image_analysis	Galaxy Image Analysis	Developed within the Biomedical Computer Vision (BMCV) Group Heidelberg.	Image analysis	Imaging, Bioinformatics	To update	https://github.com/bmcv	Imaging	imagecoordinates_flipaxis	imgteam	https://github.com/BMCV/galaxy-image-analysis/tree/master/tools/imagecoordinates_flipaxis/	0.1-2	pandas	
labelimage2points	ip_labelimage_to_points	Label Image to Points	galaxy_image_analysis	Galaxy Image Analysis	Developed within the Biomedical Computer Vision (BMCV) Group Heidelberg.	Image analysis	Imaging, Bioinformatics	To update	https://github.com/bmcv	Imaging	labelimage2points	imgteam	https://github.com/BMCV/galaxy-image-analysis/tree/master/tools/labelimage2points/	0.2-2	scikit-image	
landmark_registration	ip_landmark_registration	Landmark Registration	galaxy_image_analysis	Galaxy Image Analysis	Developed within the Biomedical Computer Vision (BMCV) Group Heidelberg.	Image analysis	Imaging, Bioinformatics	To update	https://github.com/bmcv	Imaging	landmark_registration	imgteam	https://github.com/BMCV/galaxy-image-analysis/tree/master/tools/landmark_registration/	0.1.0-2	scikit-image	
mahotas-features	ip_mahotas_features	Compute image features using mahotas.						To update	https://github.com/luispedro/mahotas	Imaging	mahotas_features	imgteam	https://github.com/BMCV/galaxy-image-analysis/tree/master/tools/mahotas-features/	0.7-2	mahotas	
mergeneighboursinlabelimage	ip_merge_neighbours_in_label	Merge Neighbours in Label Image	galaxy_image_analysis	Galaxy Image Analysis	Developed within the Biomedical Computer Vision (BMCV) Group Heidelberg.	Image analysis	Imaging, Bioinformatics	To update	https://github.com/bmcv	Imaging	mergeneighboursinlabelimage	imgteam	https://github.com/BMCV/galaxy-image-analysis/tree/master/tools/\mergeneighboursinlabelimage	0.3-2	scikit-image	
overlay_images	ip_overlay_images	Overlay two images	galaxy_image_analysis	Galaxy Image Analysis	Developed within the Biomedical Computer Vision (BMCV) Group Heidelberg.	Image analysis	Imaging, Bioinformatics	To update	https://github.com/BMCV/galaxy-image-analysis	Imaging	overlay_images	imgteam	https://github.com/BMCV/galaxy-image-analysis/tree/master/tools/overlay_images/	0.0.4	scikit-image	
permutate_axis	ip_permutate_axis	Permutates axes	galaxy_image_analysis	Galaxy Image Analysis	Developed within the Biomedical Computer Vision (BMCV) Group Heidelberg.	Image analysis	Imaging, Bioinformatics	To update	https://github.com/bmcv	Imaging	permutate_axis	imgteam	https://github.com/BMCV/galaxy-image-analysis/tree/master/tools/permutate_axis/	0.2-2	scikit-image	
points2binaryimage	ip_points_to_binaryimage	Points to Binary Image	galaxy_image_analysis	Galaxy Image Analysis	Developed within the Biomedical Computer Vision (BMCV) Group Heidelberg.	Image analysis	Imaging, Bioinformatics	To update	https://github.com/bmcv	Imaging	points2binaryimage	imgteam	https://github.com/BMCV/galaxy-image-analysis/tree/master/tools/points2binaryimage/	0.2-1	scikit-image	
points2labelimage	ip_points_to_label	Points to label image	galaxy_image_analysis	Galaxy Image Analysis	Developed within the Biomedical Computer Vision (BMCV) Group Heidelberg.	Image analysis	Imaging, Bioinformatics	To update	https://github.com/bmcv	Imaging	points2labelimage	imgteam	https://github.com/BMCV/galaxy-image-analysis/tree/master/tools/points2labelimage/	0.3-2	numpy	
points_association_nn	ip_points_association_nn	Association of points in consecutive frames	galaxy_image_analysis	Galaxy Image Analysis	Developed within the Biomedical Computer Vision (BMCV) Group Heidelberg.	Image analysis	Imaging, Bioinformatics	To update	https://github.com/BMCV/galaxy-image-analysis	Imaging	points_association_nn	imgteam	https://github.com/BMCV/galaxy-image-analysis/tree/master/tools/points_association_nn/	0.0.3-2	numpy	
projective_transformation	ip_projective_transformation	Projective transformation	galaxy_image_analysis	Galaxy Image Analysis	Developed within the Biomedical Computer Vision (BMCV) Group Heidelberg.	Image analysis	Imaging, Bioinformatics	To update	https://github.com/bmcv	Imaging	projective_transformation	imgteam	https://github.com/BMCV/galaxy-image-analysis/tree/master/tools/projective_transformation/	0.1.2-2	scikit-image	
projective_transformation_points	ip_projective_transformation_points	Projective transformation of ROIs defined by pixel (point) coordinates	galaxy_image_analysis	Galaxy Image Analysis	Developed within the Biomedical Computer Vision (BMCV) Group Heidelberg.	Image analysis	Imaging, Bioinformatics	To update	https://github.com/bmcv	Imaging	projective_transformation_points	imgteam	https://github.com/BMCV/galaxy-image-analysis/tree/master/tools/projective_transformation_points/	0.1.1-2	scikit-image	
rfove	rfove	Perform segmentation region-based fitting of overlapping ellipses	rfove	RFOVE	RFOVE (Region-based Fitting of Overlapping Ellipses and its Application to Cells Segmentation) is a MATLAB script for performing image segmentation on cells.	Image analysis	Cell biology, Biomedical science, Imaging	To update	https://sites.google.com/site/costaspanagiotakis/research/cs	Imaging	rfove	imgteam	https://github.com/BMCV/galaxy-image-analysis/tree/master/tools/rfove/	2023.11.12		
scale_image	ip_scale_image	Scale image	scikit-image	scikit-image	Scikit-image contains image processing algorithms for SciPy, including IO, morphology, filtering, warping, color manipulation, object detection, etc.	Image analysis, Image annotation, Visualisation, Data handling	Imaging, Software engineering, Literature and language	To update	https://github.com/bmcv	Imaging	scale_image	imgteam	https://github.com/BMCV/galaxy-image-analysis/tree/master/tools/scale_image/	0.4-2	pillow	
segmetrics	ip_segmetrics	Image segmentation and object detection performance measures	segmetrics	SegMetrics	Image segmentation and object detection performance measures	Image analysis		Up-to-date	https://github.com/bmcv	Imaging	segmetrics	imgteam	https://github.com/BMCV/galaxy-image-analysis/tree/master/tools/segmetrics/	1.4	segmetrics	1.4
slice_image	ip_slice_image	Slice image	galaxy_image_analysis	Galaxy Image Analysis	Developed within the Biomedical Computer Vision (BMCV) Group Heidelberg.	Image analysis	Imaging, Bioinformatics	To update	https://github.com/bmcv	Imaging	slice_image	imgteam	https://github.com/BMCV/galaxy-image-analysis/tree/master/tools/slice_image/	0.3-2	scikit-image	
split_labelmap	ip_split_labelmap	Split Labelmaps	galaxy_image_analysis	Galaxy Image Analysis	Developed within the Biomedical Computer Vision (BMCV) Group Heidelberg.	Image analysis	Imaging, Bioinformatics	To update	https://github.com/bmcv	Imaging	split_labelmap	imgteam	https://github.com/BMCV/galaxy-image-analysis/tree/master/tools/split_labelmaps/	0.2-2	scikit-image	
spot_detection_2d	ip_spot_detection_2d	Spot detection in 2D image sequence	galaxy_image_analysis	Galaxy Image Analysis	Developed within the Biomedical Computer Vision (BMCV) Group Heidelberg.	Image analysis	Imaging, Bioinformatics	To update	https://github.com/BMCV/galaxy-image-analysis	Imaging	spot_detection_2d	imgteam	https://github.com/BMCV/galaxy-image-analysis/tree/master/tools/spot_detection_2d/	0.0.3-2	imageio	
superdsm	ip_superdsm	Globally optimal segmentation method based on superadditivity and deformable shape models for cell nuclei in fluorescence microscopy images	superdsm	SuperDSM	SuperDSM is a globally optimal segmentation method based on superadditivity and deformable shape models for cell nuclei in fluorescence microscopy images and beyond.	Image analysis		Up-to-date	https://github.com/bmcv	Imaging	superdsm	imgteam	https://github.com/BMCV/galaxy-image-analysis/tree/master/tools/superdsm/	0.1.3	superdsm	0.1.3
unzip	unzip	Unzip file						To update	https://github.com/bmcv	Convert Formats	unzip	imgteam	https://github.com/BMCV/galaxy-image-analysis/tree/master/tools/unzip/	6.0	unzip	
